394.059668,10788.815219,121959.000000,173319.000000,173500.000000,0.715975,0.036445
692.578506,37138.040349,376728.000000,463881.000000,562276.000000,0.793304,0.094965
894.521473,20741.010163,628451.000000,750315.000000,750574.000000,0.870580,-0.001632
1481.948951,92267.214557,1724870.000000,2058746.000000,2073600.000000,0.826084,0.000804
580.278792,20299.861931,264462.000000,388800.000000,388800.000000,0.825744,0.023031
511.297724,18480.366368,205323.000000,231305.000000,259760.000000,0.820554,-0.041534
617.549249,16928.982459,299525.000000,375000.000000,375000.000000,0.755397,-0.034522
471.432981,24980.037359,174554.000000,223166.000000,269069.000000,0.847856,-0.012765
1154.997914,53544.576885,1047737.000000,1375289.000000,1376646.000000,0.767875,-0.032734
587.526998,14154.171963,271110.000000,322944.000000,322944.000000,0.766331,0.007121
506.627167,12357.036970,201589.000000,221027.000000,230400.000000,0.825060,-0.010015
677.828176,15829.684948,360852.000000,408969.000000,409600.000000,0.163579,0.856611
439.116404,8491.692239,151443.000000,165500.000000,165500.000000,0.758192,0.005751
406.752127,12633.033832,129942.000000,165120.000000,166000.000000,0.751140,-0.011108
695.442335,23985.989273,379850.000000,451934.000000,455400.000000,0.837560,-0.022115
633.184618,15358.940649,314884.000000,369671.000000,375000.000000,0.762549,0.029398
770.115268,25084.287650,465802.000000,538237.000000,540000.000000,0.755596,0.023864
498.838040,12430.243897,195438.000000,230400.000000,230400.000000,0.833276,0.003512
1165.564339,24127.018710,1066995.000000,1085499.000000,1130400.000000,0.592584,-0.054006
645.777026,15541.394401,327533.000000,374905.000000,375000.000000,0.742966,-0.007555
800.215765,15093.669258,502926.000000,606350.000000,606350.000000,0.690378,0.033859
485.050818,14101.624848,184784.000000,212212.000000,233750.000000,0.831287,-0.033316
647.454684,13449.181018,329237.000000,375000.000000,375000.000000,0.763591,0.010042
462.453781,15356.404681,167968.000000,188612.000000,240000.000000,0.780174,0.045245
654.016197,14292.754790,335944.000000,372604.000000,375000.000000,0.766412,0.018794
571.284231,10361.590868,256327.000000,275600.000000,275600.000000,0.769576,0.002862
511.763182,12078.816444,205697.000000,214338.000000,251841.000000,0.836648,0.015692
472.369224,24915.723292,175248.000000,209965.000000,325500.000000,0.690324,0.055275
547.338341,21926.036642,235289.000000,289603.000000,403127.000000,0.770755,-0.082257
550.457083,19969.429607,237978.000000,297539.000000,324973.000000,0.787522,0.023006
